,train_loss,train_dice_scores,val_loss,val_dice_scores
10,0.9362575190682565,"{0: 0.9330605960661366, 1: 0.8880386314084453, 2: 0.9292918693634772, 3: 0.7349130347851784, 4: 0.9937811003577325}",0.9381790235638618,"{0: 0.9215022660791874, 1: 0.8871067389845848, 2: 0.9177139401435852, 3: 0.6906891167163849, 4: 0.9928777366876602}"
11,0.9331154602189218,"{0: 0.9333402168366217, 1: 0.8947267811144551, 2: 0.9318420550515575, 3: 0.7403473027290837, 4: 0.9939463196262237}",0.9381505250930786,"{0: 0.925186850130558, 1: 0.874162670224905, 2: 0.9212188646197319, 3: 0.7232935577630997, 4: 0.9930855967104435}"
12,0.9307164511372966,"{0: 0.9372609103879621, 1: 0.8965316376378459, 2: 0.93347141723479, 3: 0.7437953862451738, 4: 0.9942008766435808}",0.932908471673727,"{0: 0.9389885291457176, 1: 0.8953626789152622, 2: 0.9153680987656116, 3: 0.7381581924855709, 4: 0.9944713078439236}"
13,0.9283566619119337,"{0: 0.9412217745857854, 1: 0.9019543874648309, 2: 0.9346126625614781, 3: 0.751811525514049, 4: 0.9945203758055164}",0.9304321445524693,"{0: 0.9354408606886864, 1: 0.8839008398354053, 2: 0.9232185371220112, 3: 0.7405122481286526, 4: 0.9939402677118778}"
14,0.927185143193891,"{0: 0.9446018069021164, 1: 0.903343899596122, 2: 0.9364184746819157, 3: 0.7555748541508952, 4: 0.994731419509457}",0.9295619763433933,"{0: 0.9265113845467567, 1: 0.8805958293378353, 2: 0.9213286824524403, 3: 0.7187573872506618, 4: 0.9933122657239437}"
15,0.9256704017039268,"{0: 0.9443625115579174, 1: 0.9076971450159627, 2: 0.9378100316370687, 3: 0.7601303525509373, 4: 0.9948265533293447}",0.929732121527195,"{0: 0.9404095336794853, 1: 0.8612854592502117, 2: 0.922165222465992, 3: 0.7368250265717506, 4: 0.9936340786516666}"
16,0.9242207705974579,"{0: 0.9498646393898995, 1: 0.9078665029618048, 2: 0.9386248242470526, 3: 0.7644274100180595, 4: 0.9950813006970191}",0.9278621599078178,"{0: 0.9408162385225296, 1: 0.8929444514214993, 2: 0.9227550365030766, 3: 0.7478252723813057, 4: 0.994437325745821}"
17,0.9233958692319931,"{0: 0.9507999487461583, 1: 0.912717358719918, 2: 0.9400086181779062, 3: 0.7682199285876367, 4: 0.9952446760669831}",0.928502231836319,"{0: 0.9105629026889801, 1: 0.900090254843235, 2: 0.9223047569394112, 3: 0.7271953821182251, 4: 0.9929225258529186}"
18,0.9223340538240248,"{0: 0.9529654758591806, 1: 0.9136352971676858, 2: 0.9418978700714726, 3: 0.7697822788069325, 4: 0.995349487950725}",0.928175114095211,"{0: 0.9474050402641296, 1: 0.9163462109863758, 2: 0.9177602455019951, 3: 0.7556063495576382, 4: 0.9954061694443226}"
19,0.9215838774558036,"{0: 0.9532902183071259, 1: 0.9171110285866645, 2: 0.9433094551486354, 3: 0.7766531340537532, 4: 0.9954725484694203}",0.9252066724002361,"{0: 0.9495222046971321, 1: 0.892470084130764, 2: 0.9251822493970394, 3: 0.7487704753875732, 4: 0.9947980083525181}"
